egoodsid,q30,allcomments,rank,rank7,rank14,rank30,rank60,brandtag,currentprice,allcommentschange,c1,c26,c28,c30,c34,c45,agg1,agg2,agg3,agg4,agg5,agg7,agg8,is_promo,goodsid,categoryid,ecatid,goodsname,goodsattribute,goodsstatus,updatetime,promotioninfo,crawlerdate,fenlei,is_in_stock,platform_brand_key,master_brand_key,positive_comment_num,medium_comment_num,negative_comment_num,rating_score,goods_inventory,shangpinmingcheng,agg17,agg13,agg14,agg15,agg16,Brand_CN,Brand_EN,JD_Code,agg9,agg10,agg11,agg12,feat01,featagg01,feat02,featagg02,feat03,featagg03,feat04,featagg04,feat05,featagg05,feat06,featagg06,feat07,featagg07,feat08,featagg08,featagg013,featagg023,featagg033,featagg043,featagg053,featagg063,featagg073,featagg083,CLEAR,DOVE,HAZELINE,LIFEBUOY,LUX,LYNX,POND'S,REXONA,VASELINE,ZHONGHUA,性别女,性别男,性别通用,吸烟人群,成人,所有人群,普通人群,儿童,孕妇,奶香型,无香型,水果香型,清香型,花香型
1362183,863.571429,7874,30,35,35,18,22,REXONA/舒耐,39.9,FALSE,0,211,228,247,284,422,2672,18,18163,449,350,0,1,1,96EF513A68F246EBC7EBF4C706695C89,30010302,"131,613,831,404",【京东超市】舒耐(REXONA)爽身香体喷雾 植萃舒爽150ml,"{""商品名称"":""舒耐香体喷雾"",""商品编号"":""1362183"",""商品毛重"":""130.00g"",""商品产地"":""合肥"",""功效"":""爽肤，其它"",""香型"":""清香型"",""性别"":""通用"",""适用人群"":""成人"",""分类"":""其它"",""品牌"":""舒耐""}",1,22:47.4,满减:满199.00减100.00,2016/8/31,其它,0,0,0,0,0,0,0,0,舒耐香体喷雾,10,10,0,0,0,舒耐,REXONA,1362183,15,0,0,0,0,0,"""香型"":""清香型""",428,"""商品名称"":""舒耐香体喷雾""",10,"""商品毛重"":""130.00g""",19,"""功效"":""爽肤，其它""",61,"""商品产地"":""合肥""",4,"""适用人群"":""成人""",700,"""性别"":""通用""",2562,0,0,10,6,15,4,38,89,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1443144,294.5,91112,605,551,687,601,456,CLEAR SHAMPOO/清扬 洗发,37.9,FALSE,0,21,26,26,30,38,12168,239,190422,449,483,0,1,1,8E2C7FC1DF29D1EDD730CCA4FF8E816F,30010202,"1,316,138,611,922",【京东超市】清扬(CLEAR)净纯头皮专护 去屑洗发露 净透清凉380ml(无硅油)(洗发水),"{""商品名称"":""清扬去屑洗发水无硅"",""商品编号"":""1443144"",""商品毛重"":""430.00g"",""商品产地"":""合肥"",""功效"":""去屑止痒，无硅油，柔顺/滋养，补水/保湿"",""净含量"":""201-400ml"",""性别"":""通用"",""适用人群"":""成人"",""适合发质"":""中性"",""品牌"":""清扬（CLEAR）""}",1,00:19.8,限制:此价格不与套装优惠同时享受,2016/8/31,null,TRUE,5224,0,89757,926,429,99,0,清扬去屑洗发水无硅,3,0,0,0,0,清扬,CLEAR,1443144,2,5,5,2,"""净含量"":""201-400ml""",1658,0,0,"""商品名称"":""清扬去屑洗发水无硅""",3,"""商品毛重"":""430.00g""",8,"""功效"":""去屑止痒，无硅油，柔顺/滋养，补水/保湿""",10,"""商品产地"":""合肥""",116,"""适用人群"":""成人""",2121,"""性别"":""通用""",6386,33,0,0,1,2,21,60,132,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1443150,16.607143,10077,4034,3154,3121,2988,1020,CLEAR SHAMPOO/清扬 洗发,25.9,FALSE,0,20,22,22,27,39,12168,239,190422,449,483,1,1,1,69960AA65A4256EF6BC43EBEF7E2C00C,30010202,"1,316,138,611,922",【京东超市】清扬(CLEAR)净纯头皮专护 去屑洗发露 净漾水润200ml(无硅油)(洗发水),"{""商品名称"":""清扬去屑洗发水无硅"",""商品编号"":""1443150"",""商品毛重"":""230.00g"",""商品产地"":""合肥"",""功效"":""去屑止痒，无硅油，柔顺/滋养，补水/保湿"",""净含量"":""200mL以下"",""性别"":""通用"",""适用人群"":""成人"",""适合发质"":""干性"",""品牌"":""清扬（CLEAR）""}",1,02:29.8,限制:此价格不与套装优惠同时享受,2016/8/31,null,0,5224,0,9897,109,71,98,0,清扬去屑洗发水无硅,3,0,0,0,0,清扬,CLEAR,1443150,2,5,5,2,"""净含量"":""200mL以下""",538,0,0,"""商品名称"":""清扬去屑洗发水无硅""",3,"""商品毛重"":""230.00g""",25,"""功效"":""去屑止痒，无硅油，柔顺/滋养，补水/保湿""",10,"""商品产地"":""合肥""",116,"""适用人群"":""成人""",2121,"""性别"":""通用""",6386,11,0,0,2,2,21,60,132,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1443145,179.357143,0,1356,1391,1183,731,458,CLEAR SHAMPOO/清扬 洗发,25.9,0,0,40,52,52,60,72,12168,239,190422,449,483,0,0,1,AC0AE7B2B80B42005C5FCFFA8A9BD92B,30010202,"1,316,138,611,922",【京东超市】清扬(CLEAR)净纯头皮专护 去屑洗发露 净透清凉200ml(无硅油)(洗发水),"{""商品名称"":""清扬去屑洗发水无硅"",""商品编号"":""1443145"",""商品毛重"":""230.00g"",""商品产地"":""合肥"",""功效"":""无硅油，柔顺/滋养，补水/保湿"",""净含量"":""200mL以下"",""性别"":""通用"",""适用人群"":""成人"",""适合发质"":""中性"",""品牌"":""清扬（CLEAR）""}",1,00:21.9,限制:此价格不与套装优惠同时享受,2016/8/31,null,0,0,0,0,0,0,0,0,清扬去屑洗发水无硅,3,0,0,0,0,清扬,CLEAR,1443145,2,5,5,2,"""净含量"":""200mL以下""",538,0,0,"""商品名称"":""清扬去屑洗发水无硅""",3,"""商品毛重"":""230.00g""",25,"""功效"":""无硅油，柔顺/滋养，补水/保湿""",27,"""商品产地"":""合肥""",116,"""适用人群"":""成人""",2121,"""性别"":""通用""",6386,11,0,0,2,1,21,60,132,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1449259,806,13659,33,33,36,42,19,REXONA/舒耐,39.9,FALSE,0,94,102,102,122,147,2672,18,18163,449,350,0,1,1,CCB97B069F413089D33801E1F572D696,30010302,"131,613,831,404",【京东超市】舒耐(REXONA)爽身香体喷雾 芦荟沁爽150ml,"{""商品名称"":""香体喷雾"",""商品编号"":""1449259"",""商品毛重"":""140.00g"",""商品产地"":""合肥"",""性别"":""通用"",""分类"":""其它"",""适用人群"":""成人"",""香型"":""清香型"",""品牌"":""舒耐""}",1,29:06.9,满减:满199.00减100.00,2016/8/31,其它,TRUE,6867,0,13266,268,125,97,0,香体喷雾,1,1,0,0,0,舒耐,REXONA,1449259,15,0,0,0,0,0,"""香型"":""清香型""",428,"""商品名称"":""香体喷雾""",1,"""商品毛重"":""140.00g""",15,0,0,"""商品产地"":""合肥""",4,"""适用人群"":""成人""",700,"""性别"":""通用""",2562,0,0,1,5,0,4,38,89,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1464072,358.714286,1753,507,533,704,836,695,DOVE BODY CARE/多芬 身体护理,21.89,FALSE,0,65,68,72,83,103,5878,93,106656,449,357,1,1,1,5C740F8366C581318C74C69B0DFC3501,30010303,"131,613,831,401",【京东超市】多芬(Dove)男士+护理沐浴露 舒适净爽250g(补水保湿+温和润肤),"{""商品名称"":""多芬沐浴露"",""商品编号"":""1464072"",""商品毛重"":""290.00g"",""商品产地"":""合肥"",""功效"":""补水/保湿"",""香型"":""清香型"",""净含量"":""200-499ml（g）"",""性别"":""男"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1,17:34.6,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,2740,0,1715,28,10,97,0,多芬沐浴露,1,0,0,0,0,多芬,DOVE,1464072,6,10,5,11,"""净含量"":""200-499ml（g）""",2529,"""香型"":""清香型""",2895,"""商品名称"":""多芬沐浴露""",1,"""商品毛重"":""290.00g""",54,"""功效"":""补水/保湿""",1070,"""商品产地"":""合肥""",151,0,0,"""性别"":""男""",1231,2,0,0,2,31,54,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1476485,59,46150,3385,3517,4212,4585,334,DOVE SHAMPOO/多芬 洗发,29.9,FALSE,0,18,23,30,42,114,12168,196,190422,449,483,1,1,1,C1B419BA9E69ED49EF4C57DAB96954E3,30010202,"1,316,138,611,922",【京东超市】多芬(Dove)男士+护理 旅行套装(养根健发50ml+舒适净爽50ml),"{""商品名称"":""多芬男士洗护旅行装"",""商品编号"":""1476485"",""商品毛重"":""160.00g"",""商品产地"":""合肥"",""品牌"":""多芬（Dove）""}",1,06:41.9,满减:满199.00减100.00,2016/8/31,null,0,2740,0,45213,682,255,98,0,多芬男士洗护旅行装,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""商品名称"":""多芬男士洗护旅行装""",1,"""商品毛重"":""160.00g""",15,0,0,"""商品产地"":""合肥""",116,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530744,220.321429,372,327,294,391,447,391,UNDEFINED,28.49,FALSE,0,25,27,28,32,38,5479,2321,32840,449,358,1,1,1,821442E34AF3541CD94616C20094B51E,30010203,"1,316,138,611,923",【京东超市】力士(LUX)发膜级精华素 菁油臻润190ml,"{""商品名称"":""力士发膜"",""商品编号"":""1530744"",""商品毛重"":""220.00g"",""商品产地"":""合肥"",""功效"":""柔顺/滋养，补水/保湿"",""净含量"":""200mL以下"",""性别"":""通用"",""分类"":""护发素/乳"",""适合发质"":""所有发质"",""品牌"":""力士（LUX）""}",1,43:06.5,满减:满199.00减100.00,2016/8/31,护发素 乳,0,1848,0,370,1,1,100,0,力士发膜,1,0,0,0,0,力士,LUX,1530744,1,0,4,0,"""净含量"":""200mL以下""",1354,0,0,"""商品名称"":""力士发膜""",1,"""商品毛重"":""220.00g""",39,"""功效"":""柔顺/滋养，补水/保湿""",268,"""商品产地"":""合肥""",43,0,0,"""性别"":""通用""",4584,21,0,0,2,26,14,0,137,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1530771,98.535714,384,116,132,193,140,152,UNDEFINED,38.5,FALSE,0,16,17,17,19,26,1806,822,5018,449,156,1,1,1,24B4F563DECEF36904E2532C8A076810,30010203,"1,316,138,611,923",【京东超市】力士(LUX)菁油臻润精华油 奢耀致莹40ml,"{""商品名称"":""护发精华油"",""商品编号"":""1530771"",""商品毛重"":""80.00g"",""商品产地"":""合肥"",""功效"":""柔顺/滋养，补水/保湿"",""净含量"":""200mL以下"",""性别"":""通用"",""分类"":""精华乳/油"",""适合发质"":""所有发质"",""品牌"":""力士（LUX）""}",1,56:09.7,满减:满199.00减100.00,2016/8/31,精华乳 油,0,1848,0,374,7,3,97,0,护发精华油,1,0,1,0,0,力士,LUX,1530771,0,3,0,0,"""净含量"":""200mL以下""",1361,0,0,"""商品名称"":""护发精华油""",1,"""商品毛重"":""80.00g""",40,"""功效"":""柔顺/滋养，补水/保湿""",24,"""商品产地"":""合肥""",7,0,0,"""性别"":""通用""",1573,92,0,1,3,6,5,0,102,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1682217,32885.46429,315,150,225,405,616,561,LUX/ 力士,14,FALSE,0,112,116,117,124,166,5878,59,106656,449,357,1,1,1,309BE7DE3AD617089262A5AE988B5070,30010303,"131,613,831,401",力士(LUX)靓肤沐浴乳 晶透焕采200ml(沐浴露),"{""商品名称"":""沐浴乳"",""商品编号"":""1682217"",""商品毛重"":""230.00g"",""商品产地"":""合肥"",""功效"":""滋养"",""香型"":""花香型"",""净含量"":""200-499ml（g）"",""性别"":""通用"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""力士（LUX）""}",1,26:59.2,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,1848,0,311,2,2,98,0,沐浴乳,1,0,0,1,0,力士,LUX,1682217,11,7,6,5,"""净含量"":""200-499ml（g）""",2529,"""香型"":""花香型""",1448,"""商品名称"":""沐浴乳""",1,"""商品毛重"":""230.00g""",39,"""功效"":""滋养""",1474,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126,"""性别"":""通用""",4874,2,0,1,1,41,54,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1686544,156.107143,6700,120,157,203,242,142,VASELINE/凡士林,49.2,FALSE,0,26,26,31,38,51,5803,42,20960,449,528,1,1,1,F444103BE50A7EE25CC3DD7EF6818958,30010302,"131,613,831,404",【京东超市】凡士林(Vaseline)润肤露 特润 修护清香200ml,"{""商品名称"":""凡士林润肤露"",""商品编号"":""1686544"",""商品毛重"":""250.00g"",""商品产地"":""合肥"",""功效"":""补水保湿，滋润"",""香型"":""清香型"",""性别"":""通用"",""适用人群"":""所有人群"",""分类"":""身体乳/霜"",""品牌"":""凡士林""}",1,24:05.2,满减:满199.00减100.00,2016/8/31,身体乳 霜,0,1772,0,6590,80,30,99,0,凡士林润肤露,12,5,5,1,1,凡士林,VASELINE,1686544,4,5,2,2,0,0,"""香型"":""清香型""",1789,"""商品名称"":""凡士林润肤露""",12,"""商品毛重"":""250.00g""",369,"""功效"":""补水保湿，滋润""",705,"""商品产地"":""合肥""",12,"""适用人群"":""所有人群""",3797,"""性别"":""通用""",5626,0,0,11,4,22,11,67,78,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1686553,360.928571,15102,101,114,137,133,117,VASELINE/凡士林,26.6,FALSE,0,67,71,75,83,109,5803,42,20960,449,528,0,1,1,9EE2CC51D41B3E5F0669CF16A536EA27,30010302,"131,613,831,404",【京东超市】凡士林(Vaseline)润肤露 特润 无香精100ml,"{""商品名称"":""凡士林润肤露"",""商品编号"":""1686553"",""商品毛重"":""130.00g"",""商品产地"":""合肥"",""功效"":""补水保湿，滋润"",""香型"":""无香型"",""性别"":""通用"",""适用人群"":""所有人群"",""分类"":""身体乳/霜"",""品牌"":""凡士林""}",1,30:55.7,满减:满199.00减100.00,2016/8/31,身体乳 霜,TRUE,1772,0,14845,190,67,99,0,凡士林润肤露,12,5,5,1,1,凡士林,VASELINE,1686553,4,5,2,2,0,0,"""香型"":""无香型""",232,"""商品名称"":""凡士林润肤露""",12,"""商品毛重"":""130.00g""",53,"""功效"":""补水保湿，滋润""",705,"""商品产地"":""合肥""",12,"""适用人群"":""所有人群""",3797,"""性别"":""通用""",5626,0,0,11,4,22,11,67,78,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1686562,350.964286,3066,42,63,63,46,28,VASELINE/凡士林,81.2,FALSE,0,68,71,76,89,130,5803,42,20960,449,528,1,1,1,566E4E3D1C84E31E29597C8077707D8A,30010302,"131,613,831,404",【京东超市】凡士林(Vaseline)润肤露 特润 修护清香400ml,"{""商品名称"":""凡士林润肤露"",""商品编号"":""1686562"",""商品毛重"":""480.00g"",""商品产地"":""合肥"",""功效"":""补水保湿，滋润"",""香型"":""清香型"",""性别"":""通用"",""适用人群"":""所有人群"",""分类"":""身体乳/霜"",""品牌"":""凡士林""}",1,40:09.4,满减:满199.00减100.00,2016/8/31,身体乳 霜,0,1772,0,3021,30,15,99,0,凡士林润肤露,12,5,5,1,1,凡士林,VASELINE,1686562,4,5,2,2,0,0,"""香型"":""清香型""",1789,"""商品名称"":""凡士林润肤露""",12,"""商品毛重"":""480.00g""",4,"""功效"":""补水保湿，滋润""",705,"""商品产地"":""合肥""",12,"""适用人群"":""所有人群""",3797,"""性别"":""通用""",5626,0,0,11,3,22,11,67,78,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1686563,215.892857,6084,108,122,133,149,107,VASELINE/凡士林,49.2,FALSE,0,36,37,41,47,66,5803,42,20960,449,528,0,1,1,623102F37198121D10781470EB3F154B,30010302,"131,613,831,404",【京东超市】凡士林(Vaseline)润肤露 特润 无香精200ml,"{""商品名称"":""凡士林润肤露"",""商品编号"":""1686563"",""商品毛重"":""250.00g"",""商品产地"":""合肥"",""功效"":""补水保湿，滋润"",""香型"":""无香型"",""性别"":""通用"",""适用人群"":""所有人群"",""分类"":""身体乳/霜"",""品牌"":""凡士林""}",1,23:55.2,满减:满199.00减100.00,2016/8/31,身体乳 霜,TRUE,1772,0,5983,72,29,99,0,凡士林润肤露,12,5,5,1,1,凡士林,VASELINE,1686563,4,5,2,2,0,0,"""香型"":""无香型""",232,"""商品名称"":""凡士林润肤露""",12,"""商品毛重"":""250.00g""",369,"""功效"":""补水保湿，滋润""",705,"""商品产地"":""合肥""",12,"""适用人群"":""所有人群""",3797,"""性别"":""通用""",5626,0,0,11,4,22,11,67,78,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1686564,899,5989,7,13,25,17,15,VASELINE/凡士林,81,FALSE,0,147,153,168,182,249,5803,42,20960,449,528,1,1,1,E92252E67655A4CE579EAA8068A80FAB,30010302,"131,613,831,404",【京东超市】凡士林(Vaseline)润肤露 特润 无香精400ml,"{""商品名称"":""凡士林润肤露"",""商品编号"":""1686564"",""商品毛重"":""480.00g"",""商品产地"":""合肥"",""功效"":""补水保湿，滋润"",""香型"":""清香型"",""性别"":""通用"",""适用人群"":""所有人群"",""分类"":""身体乳/霜"",""品牌"":""凡士林""}",1,25:19.8,满减:满199.00减100.00,2016/8/31,身体乳 霜,0,1772,0,5869,84,36,98,0,凡士林润肤露,12,5,5,1,1,凡士林,VASELINE,1686564,4,5,2,2,0,0,"""香型"":""清香型""",1789,"""商品名称"":""凡士林润肤露""",12,"""商品毛重"":""480.00g""",4,"""功效"":""补水保湿，滋润""",705,"""商品产地"":""合肥""",12,"""适用人群"":""所有人群""",3797,"""性别"":""通用""",5626,0,0,11,3,22,11,67,78,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1686604,824.821429,4800,22,25,32,32,8,VASELINE/凡士林,67.9,FALSE,0,129,137,153,179,243,5803,42,20960,449,528,1,1,1,00B4B596B0AC76E66AA19D358451A993,30010302,"131,613,831,404",【京东超市】凡士林(Vaseline)润肤露 倍护 精华修护400ml,"{""商品名称"":""凡士林润肤露"",""商品编号"":""1686604"",""商品毛重"":""470.00g"",""商品产地"":""合肥"",""功效"":""补水保湿，滋润"",""香型"":""清香型"",""性别"":""通用"",""适用人群"":""所有人群"",""分类"":""身体乳/霜"",""品牌"":""凡士林""}",1,23:02.8,满减:满199.00减100.00,2016/8/31,身体乳 霜,0,1772,0,4730,44,26,98,0,凡士林润肤露,12,5,5,1,1,凡士林,VASELINE,1686604,4,5,2,2,0,0,"""香型"":""清香型""",1789,"""商品名称"":""凡士林润肤露""",12,"""商品毛重"":""470.00g""",2,"""功效"":""补水保湿，滋润""",705,"""商品产地"":""合肥""",12,"""适用人群"":""所有人群""",3797,"""性别"":""通用""",5626,0,0,11,1,22,11,67,78,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1686597,474.964286,5919,98,118,116,125,105,VASELINE/凡士林,22.6,FALSE,0,75,83,88,98,131,5803,42,20960,449,528,0,1,1,7DB05F22CA7DEE32094CA5241B29AE9C,30010302,"131,613,831,404",【京东超市】凡士林(Vaseline)润肤露 倍护 精华修护100ml,"{""商品名称"":""凡士林润肤露"",""商品编号"":""1686597"",""商品毛重"":""130.00g"",""商品产地"":""合肥"",""功效"":""补水保湿，滋润"",""香型"":""清香型"",""性别"":""男"",""适用人群"":""所有人群"",""分类"":""身体乳/霜"",""品牌"":""凡士林""}",1,21:18.2,满减:满199.00减100.00,2016/8/31,身体乳 霜,0,0,0,0,0,0,0,0,凡士林润肤露,12,5,5,1,1,凡士林,VASELINE,1686597,4,5,2,2,0,0,"""香型"":""清香型""",1789,"""商品名称"":""凡士林润肤露""",12,"""商品毛重"":""130.00g""",53,"""功效"":""补水保湿，滋润""",705,"""商品产地"":""合肥""",12,"""适用人群"":""所有人群""",3797,"""性别"":""男""",74,0,0,11,4,22,11,67,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1686603,170.5,3405,162,136,218,154,98,VASELINE/凡士林,41.2,FALSE,0,24,25,30,33,50,5803,42,20960,449,528,0,1,1,40AEE4FC9387FA296B893D911A5F7E7B,30010302,"131,613,831,404",【京东超市】凡士林(Vaseline)润肤露 倍护 精华修护200ml,"{""商品名称"":""凡士林润肤露"",""商品编号"":""1686603"",""商品毛重"":""240.00g"",""商品产地"":""合肥"",""功效"":""补水保湿，滋润"",""香型"":""清香型"",""性别"":""通用"",""适用人群"":""所有人群"",""分类"":""身体乳/霜"",""品牌"":""凡士林""}",1,25:37.5,满减:满199.00减100.00,2016/8/31,身体乳 霜,0,0,0,0,0,0,0,0,凡士林润肤露,12,5,5,1,1,凡士林,VASELINE,1686603,4,5,2,2,0,0,"""香型"":""清香型""",1789,"""商品名称"":""凡士林润肤露""",12,"""商品毛重"":""240.00g""",25,"""功效"":""补水保湿，滋润""",705,"""商品产地"":""合肥""",12,"""适用人群"":""所有人群""",3797,"""性别"":""通用""",5626,0,0,11,3,22,11,67,78,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1686607,202.607143,3406,117,163,342,190,108,VASELINE/凡士林,41.2,FALSE,0,29,29,31,35,50,5803,42,20960,449,528,0,1,1,DC4BD65E716ACAA882BC5BB443B38091,30010302,"131,613,831,404",【京东超市】凡士林(Vaseline)润肤露 倍护 芦荟舒缓 200ml,"{""商品名称"":""凡士林润肤露"",""商品编号"":""1686607"",""商品毛重"":""240.00g"",""商品产地"":""合肥"",""功效"":""补水保湿，滋润"",""香型"":""清香型"",""性别"":""通用"",""适用人群"":""所有人群"",""分类"":""身体乳/霜"",""品牌"":""凡士林""}",1,27:09.0,满减:满199.00减100.00,2016/8/31,身体乳 霜,0,0,0,0,0,0,0,0,凡士林润肤露,12,5,5,1,1,凡士林,VASELINE,1686607,4,5,2,2,0,0,"""香型"":""清香型""",1789,"""商品名称"":""凡士林润肤露""",12,"""商品毛重"":""240.00g""",25,"""功效"":""补水保湿，滋润""",705,"""商品产地"":""合肥""",12,"""适用人群"":""所有人群""",3797,"""性别"":""通用""",5626,0,0,11,3,22,11,67,78,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1686611,1076.142857,5924,40,48,59,60,48,VASELINE/凡士林,22.6,FALSE,0,186,205,223,252,324,5803,42,20960,449,528,0,1,1,90D6A6499E03760910AB4B01EF157EF1,30010302,"131,613,831,404",【京东超市】凡士林(Vaseline)润肤露 倍护 芦荟舒缓100ml,"{""商品名称"":""凡士林润肤露"",""商品编号"":""1686611"",""商品毛重"":""130.00g"",""商品产地"":""合肥"",""功效"":""补水保湿，滋润"",""香型"":""清香型"",""性别"":""通用"",""适用人群"":""所有人群"",""分类"":""身体乳/霜"",""品牌"":""凡士林""}",1,24:39.2,满减:满199.00减100.00,2016/8/31,身体乳 霜,0,0,0,0,0,0,0,0,凡士林润肤露,12,5,5,1,1,凡士林,VASELINE,1686611,4,5,2,2,0,0,"""香型"":""清香型""",1789,"""商品名称"":""凡士林润肤露""",12,"""商品毛重"":""130.00g""",53,"""功效"":""补水保湿，滋润""",705,"""商品产地"":""合肥""",12,"""适用人群"":""所有人群""",3797,"""性别"":""通用""",5626,0,0,11,4,22,11,67,78,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1686614,314.107143,5920,209,155,131,117,70,VASELINE/凡士林,26.6,FALSE,0,102,109,120,141,192,5803,42,20960,449,528,0,1,1,4122CF925C66E17AAB6FCA63EB9CC21D,30010302,"131,613,831,404",【京东超市】凡士林(Vaseline)润肤露 特润 修护清香100ml,"{""商品名称"":""凡士林润肤露"",""商品编号"":""1686614"",""商品毛重"":""130.00g"",""商品产地"":""合肥"",""功效"":""补水保湿，滋润"",""香型"":""清香型"",""性别"":""通用"",""适用人群"":""所有人群"",""分类"":""身体乳/霜"",""品牌"":""凡士林""}",1,25:24.4,满减:满199.00减100.00,2016/8/31,身体乳 霜,0,0,0,0,0,0,0,0,凡士林润肤露,12,5,5,1,1,凡士林,VASELINE,1686614,4,5,2,2,0,0,"""香型"":""清香型""",1789,"""商品名称"":""凡士林润肤露""",12,"""商品毛重"":""130.00g""",53,"""功效"":""补水保湿，滋润""",705,"""商品产地"":""合肥""",12,"""适用人群"":""所有人群""",3797,"""性别"":""通用""",5626,0,0,11,4,22,11,67,78,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1686559,317.75,17799,221,259,334,152,249,VASELINE/凡士林,45,FALSE,0,102,109,120,141,192,11145,12,64699,449,785,1,1,1,22428D6E9118798235BF46361FD08D31,30010312,"131,613,832,562",【京东超市】凡士林(Vaseline)润手霜 特润 修护清香100ml,"{""商品名称"":""凡士林润手霜"",""商品编号"":""1686559"",""商品毛重"":""130.00g"",""商品产地"":""合肥"",""产品产地"":""中国大陆"",""功效"":""防冻防裂，补水/保湿，滋养"",""手部分类"":""护手霜"",""品牌"":""凡士林""}",1,22:13.4,满减:满199.00减100.00,2016/8/31,null,0,1772,0,17493,225,81,99,0,凡士林润手霜,4,0,0,1,1,凡士林,VASELINE,1686559,0,0,1,2,0,0,0,0,"""商品名称"":""凡士林润手霜""",4,"""商品毛重"":""130.00g""",31,"""功效"":""防冻防裂，补水/保湿，滋养""",194,"""商品产地"":""合肥""",11,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1686565,1025.035714,6608,133,184,273,121,172,VASELINE/凡士林,24.9,FALSE,0,132,142,155,179,243,11145,12,64699,449,785,1,1,1,C395426311568DBAD6BC57AACDD66CEC,30010312,"131,613,832,562",【京东超市】凡士林(Vaseline)润手霜 特润 修护清香50ml,"{""商品名称"":""凡士林润手霜"",""商品编号"":""1686565"",""商品毛重"":""70.00g"",""商品产地"":""合肥"",""产品产地"":""中国大陆"",""功效"":""防冻防裂，补水/保湿，滋养"",""手部分类"":""护手霜"",""品牌"":""凡士林""}",1,22:28.5,满减:满199.00减100.00,2016/8/31,null,0,1772,0,6459,114,35,97,0,凡士林润手霜,4,0,0,1,1,凡士林,VASELINE,1686565,0,0,1,2,0,0,0,0,"""商品名称"":""凡士林润手霜""",4,"""商品毛重"":""70.00g""",62,"""功效"":""防冻防裂，补水/保湿，滋养""",194,"""商品产地"":""合肥""",11,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
