egoodsid,q30,allcomments,rank,rank7,rank14,rank30,rank60,brandtag,currentprice,allcommentschange,c1,c26,c28,c30,c34,c45,agg1,agg2,agg3,agg4,agg5,agg7,agg8,is_promo,goodsid,categoryid,ecatid,goodsname,goodsattribute,goodsstatus,updatetime,promotioninfo,crawlerdate,fenlei,is_in_stock,platform_brand_key,master_brand_key,positive_comment_num,medium_comment_num,negative_comment_num,rating_score,goods_inventory,shangpinmingcheng,agg17,agg13,agg14,agg15,agg16,Brand_CN,Brand_EN,JD_Code,agg9,agg10,agg11,agg12,feat01,featagg01,feat02,featagg02,feat03,featagg03,feat04,featagg04,feat05,featagg05,feat06,featagg06,feat07,featagg07,feat08,featagg08,featagg013,featagg023,featagg033,featagg043,featagg053,featagg063,featagg073,featagg083,CLEAR,DOVE,HAZELINE,LIFEBUOY,LUX,LYNX,POND'S,REXONA,VASELINE,ZHONGHUA,性别女,性别男,性别通用,吸烟人群,成人,所有人群,普通人群,儿童,孕妇,奶香型,无香型,水果香型,清香型,花香型
1072635,338.785714,3532,305,342,389,374,267,DOVE BODY CARE/多芬 身体护理,60.93,FALSE,0,0,0,0,0,0,5878,93,106656,449,357,1,1,1,1B842DEFBC4963AF6990CE979CB0BD46,30010303,"131,613,831,401",【京东超市】多芬(DOVE)沐浴乳 夏日滢润1L(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""1072635"",""商品毛重"":""1.1kg"",""商品产地"":""合肥"",""功效"":""补水/保湿，滋养，爽肤"",""香型"":""清香型"",""净含量"":""1L及以上"",""性别"":""通用"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1,23:36.1,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,2740,0,3441,52,39,98,0,多芬沐浴乳,30,2,4,3,10,多芬,DOVE,1072635,6,10,5,11,"""净含量"":""1L及以上""",845,"""香型"":""清香型""",2895,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""1.1kg""",63,"""功效"":""补水/保湿，滋养，爽肤""",127,"""商品产地"":""合肥""",151,0,0,"""性别"":""通用""",4874,0,0,9,1,5,54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1072638,1125.964286,60235,450,397,391,499,442,DOVE BODY CARE/多芬 身体护理,29.99,FALSE,0,24,26,29,40,54,5878,93,106656,449,357,1,1,1,F0F1587A61425F9F18BDD05DC1DD34A7,30010303,"131,613,831,401",【京东超市】多芬(DOVE)沐浴乳 夏日滢润400ml(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""1072638"",""商品毛重"":""440.00g"",""商品产地"":""合肥"",""功效"":""补水/保湿，滋养，爽肤"",""香型"":""清香型"",""净含量"":""200-499ml（g）"",""性别"":""通用"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1,19:28.1,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,2740,0,59099,848,288,99,0,多芬沐浴乳,30,2,4,3,10,多芬,DOVE,1072638,6,10,5,11,"""净含量"":""200-499ml（g）""",2529,"""香型"":""清香型""",2895,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""440.00g""",16,"""功效"":""补水/保湿，滋养，爽肤""",127,"""商品产地"":""合肥""",151,0,0,"""性别"":""通用""",4874,2,0,9,3,5,54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1322764,1402.75,44097,88,109,205,140,114,DOVE BODY CARE/多芬 身体护理,60.93,FALSE,0,190,207,229,271,345,5878,93,106656,449,357,1,1,1,0575845A8868FB75C6D7281EB65D881F,30010303,"131,613,831,401",【京东超市】多芬(Dove)滋养美肤沐浴乳 清氧滢润1000g(1000ml/1L)(新旧包装随机发)(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""1322764"",""商品毛重"":""1.11kg"",""商品产地"":""合肥"",""功效"":""补水/保湿，滋养"",""香型"":""清香型"",""净含量"":""1L及以上"",""性别"":""通用"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1,22:07.5,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,2740,0,42939,758,400,97,0,多芬沐浴乳,30,2,4,3,10,多芬,DOVE,1322764,6,10,5,11,"""净含量"":""1L及以上""",845,"""香型"":""清香型""",2895,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""1.11kg""",3,"""功效"":""补水/保湿，滋养""",383,"""商品产地"":""合肥""",151,0,0,"""性别"":""通用""",4874,0,0,9,2,15,54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1727139,452.821429,3064,239,255,313,428,217,DOVE BODY CARE/多芬 身体护理,60.93,FALSE,0,0,0,0,0,0,5878,93,106656,449,357,1,1,1,7B956559864AE733877491E9B41E3AC6,30010303,"131,613,831,401",【京东超市】多芬(Dove)丰盈宠肤沐浴乳 椰乳和蔓茉莉1000g(1000ml/1L)(新旧包装随机发)(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""1727139"",""商品毛重"":""1.12kg"",""商品产地"":""合肥"",""功效"":""补水/保湿，滋养"",""香型"":""水果香型"",""净含量"":""1L及以上"",""性别"":""通用"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1,29:15.4,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,2740,0,3007,37,20,98,0,多芬沐浴乳,30,2,4,3,10,多芬,DOVE,1727139,6,10,5,11,"""净含量"":""1L及以上""",845,"""香型"":""水果香型""",357,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""1.12kg""",26,"""功效"":""补水/保湿，滋养""",383,"""商品产地"":""合肥""",151,0,0,"""性别"":""通用""",4874,0,0,9,6,15,54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1727146,505.964286,3610,227,293,314,385,236,DOVE BODY CARE/多芬 身体护理,60.93,FALSE,0,0,0,0,0,0,5878,93,106656,449,357,1,1,1,3FC8100164CAC4443384DE7CBB2D8348,30010303,"131,613,831,401",【京东超市】多芬(Dove)丰盈宠肤沐浴乳 乳木果和香草1000g(1000ml/1L)(新旧包装随机发),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""1727146"",""商品毛重"":""1.1kg"",""商品产地"":""合肥"",""功效"":""补水/保湿，滋养"",""香型"":""奶香型"",""净含量"":""1L及以上"",""性别"":""通用"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1,39:49.2,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,2740,0,3536,42,32,98,0,多芬沐浴乳,30,2,4,3,10,多芬,DOVE,1727146,6,10,5,11,"""净含量"":""1L及以上""",845,"""香型"":""奶香型""",347,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""1.1kg""",63,"""功效"":""补水/保湿，滋养""",383,"""商品产地"":""合肥""",151,0,0,"""性别"":""通用""",4874,0,0,9,1,15,54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1727147,580.142857,2099,215,258,360,399,223,DOVE BODY CARE/多芬 身体护理,55.99,FALSE,0,0,0,0,0,0,5878,93,106656,449,357,1,1,1,8E98BD860664633FBD872A6B9A62F2CF,30010303,"131,613,831,401",【京东超市】多芬(Dove)丰盈宠肤沐浴乳 甜杏仁和木槿花1000g(1000ml/1L)(新旧包装随机发)(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""1727147"",""商品毛重"":""1.1kg"",""商品产地"":""合肥"",""功效"":""补水/保湿，滋养"",""香型"":""花香型，水果香型"",""净含量"":""1L及以上"",""性别"":""通用"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1,34:20.1,满减:满199.00减100.00&&限购:购买1-5件时享受优惠，超出数量以结算价为准&&限制:此价格不与套装优惠同时享受,2016/8/31,沐浴乳 露,0,2740,0,2070,19,10,99,0,多芬沐浴乳,30,2,4,3,10,多芬,DOVE,1727147,6,10,5,11,"""净含量"":""1L及以上""",845,"""香型"":""花香型，水果香型""",1,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""1.1kg""",63,"""功效"":""补水/保湿，滋养""",383,"""商品产地"":""合肥""",151,0,0,"""性别"":""通用""",4874,0,0,9,1,15,54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
574895,2433.5,0,80,129,143,114,162,DOVE BODY CARE/多芬 身体护理,48.72,0,0,82,86,86,118,149,5878,93,106656,449,357,0,0,1,CDB1E026301D74F8B5E4CF4BC01BA46E,30010303,"131,613,831,401",【京东超市】多芬(DOVE)沐浴乳 沁凉水润720ml(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""574895"",""商品毛重"":""0.8kg"",""商品产地"":""合肥"",""功效"":""滋养"",""香型"":""清香型"",""净含量"":""500ml-750ml"",""性别"":""通用"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1,34:27.5,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,0,0,0,0,0,0,0,多芬沐浴乳,30,2,4,3,10,多芬,DOVE,574895,6,10,5,11,"""净含量"":""500ml-750ml""",2298,"""香型"":""清香型""",2895,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""0.8kg""",305,"""功效"":""滋养""",1474,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126,"""性别"":""通用""",4874,0,0,9,1,41,54,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
574896,1257.714286,111987,142,169,195,156,245,DOVE BODY CARE/多芬 身体护理,44.99,FALSE,0,45,49,49,72,87,5878,93,106656,449,357,0,1,1,260D57AF2E3DB164C8812F1A718B6E7C,30010303,"131,613,831,401",【京东超市】多芬(DOVE)沐浴乳 舒活水润720ml(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""574896"",""商品毛重"":""0.82kg"",""商品产地"":""合肥"",""功效"":""滋养"",""香型"":""清香型"",""净含量"":""500ml-750ml"",""性别"":""通用"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1,28:03.7,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,0,0,0,0,0,0,0,多芬沐浴乳,30,2,4,3,10,多芬,DOVE,574896,6,10,5,11,"""净含量"":""500ml-750ml""",2298,"""香型"":""清香型""",2895,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""0.82kg""",22,"""功效"":""滋养""",1474,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126,"""性别"":""通用""",4874,0,0,9,14,41,54,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
574898,4653.321429,111987,55,54,49,39,92,DOVE BODY CARE/多芬 身体护理,48.72,FALSE,0,151,161,161,202,247,5878,93,106656,449,357,0,1,1,798537670F6AE8B17BA0A781BB4238E6,30010303,"131,613,831,401",【京东超市】多芬(DOVE)沐浴乳 清透水润720ml(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""574898"",""商品毛重"":""0.83kg"",""商品产地"":""合肥"",""功效"":""滋养"",""香型"":""清香型"",""净含量"":""500ml-750ml"",""性别"":""通用"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1,30:20.4,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,0,0,0,0,0,0,0,多芬沐浴乳,30,2,4,3,10,多芬,DOVE,574898,6,10,5,11,"""净含量"":""500ml-750ml""",2298,"""香型"":""清香型""",2895,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""0.83kg""",36,"""功效"":""滋养""",1474,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126,"""性别"":""通用""",4874,0,0,9,10,41,54,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
574899,498.214286,0,213,273,298,243,154,DOVE BODY CARE/多芬 身体护理,60.93,0,0,79,83,94,122,160,5878,93,106656,449,357,0,0,1,A4B7115A763A502987DCFAD978B87FF2,30010303,"131,613,831,401",【京东超市】多芬(DOVE)沐浴乳 沁凉水润1L(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""574899"",""商品毛重"":""1.1kg"",""商品产地"":""合肥"",""功效"":""滋养"",""香型"":""清香型"",""净含量"":""1L及以上"",""性别"":""通用"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1,38:30.3,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,0,0,0,0,0,0,0,多芬沐浴乳,30,2,4,3,10,多芬,DOVE,574899,6,10,5,11,"""净含量"":""1L及以上""",845,"""香型"":""清香型""",2895,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""1.1kg""",63,"""功效"":""滋养""",1474,"""商品产地"":""合肥""",151,0,0,"""性别"":""通用""",4874,0,0,9,1,41,54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
667652,1919.785714,111987,103,94,98,107,105,DOVE BODY CARE/多芬 身体护理,48.72,FALSE,0,69,70,70,97,117,5878,93,106656,449,357,0,1,1,D78C85045EB03E52515655153232421D,30010303,"131,613,831,401",【京东超市】多芬(DOVE)沐浴乳 衡悦水润720ml(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""667652"",""商品毛重"":""0.82kg"",""商品产地"":""合肥"",""功效"":""补水/保湿，滋养"",""香型"":""水果香型"",""净含量"":""500ml-750ml"",""性别"":""通用"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1,34:25.7,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,0,0,0,0,0,0,0,多芬沐浴乳,30,2,4,3,10,多芬,DOVE,667652,6,10,5,11,"""净含量"":""500ml-750ml""",2298,"""香型"":""水果香型""",357,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""0.82kg""",22,"""功效"":""补水/保湿，滋养""",383,"""商品产地"":""合肥""",151,0,0,"""性别"":""通用""",4874,0,0,9,14,15,54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
828995,6321.785714,0,123,181,258,194,294,DOVE BODY CARE/多芬 身体护理,29.99,0,0,75,82,91,113,161,5878,93,106656,449,357,0,0,1,55CD081C117689AD73E805AA5F6821B5,30010303,"131,613,831,401",【京东超市】多芬(DOVE)沐浴乳 清透水润400ml(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""828995"",""商品毛重"":""440.00g"",""商品产地"":""合肥"",""功效"":""滋养"",""香型"":""清香型"",""净含量"":""200-499ml（g）"",""性别"":""通用"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1,40:43.8,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,0,0,0,0,0,0,0,多芬沐浴乳,30,2,4,3,10,多芬,DOVE,828995,6,10,5,11,"""净含量"":""200-499ml（g）""",2529,"""香型"":""清香型""",2895,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""440.00g""",16,"""功效"":""滋养""",1474,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126,"""性别"":""通用""",4874,2,0,9,3,41,54,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
828996,1017.464286,40722,329,474,588,461,405,DOVE BODY CARE/多芬 身体护理,29.99,FALSE,0,24,26,28,32,47,5878,93,106656,449,357,0,1,1,ED84ADF41FE8F0454CE4644E885A27CC,30010303,"131,613,831,401",【京东超市】多芬(DOVE)沐浴乳 沁凉水润400ml(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""828996"",""商品毛重"":""450.00g"",""商品产地"":""合肥"",""功效"":""滋养"",""香型"":""清香型"",""净含量"":""200-499ml（g）"",""性别"":""通用"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1,40:29.7,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,0,0,0,0,0,0,0,多芬沐浴乳,30,2,4,3,10,多芬,DOVE,828996,6,10,5,11,"""净含量"":""200-499ml（g）""",2529,"""香型"":""清香型""",2895,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""450.00g""",66,"""功效"":""滋养""",1474,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126,"""性别"":""通用""",4874,2,0,9,0,41,54,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
828997,3432.142857,40722,195,229,362,531,545,DOVE BODY CARE/多芬 身体护理,27.39,FALSE,0,44,50,52,68,92,5878,93,106656,449,357,0,1,1,A0AA2F7554395BC1310219C0B674451D,30010303,"131,613,831,401",【京东超市】多芬(DOVE)沐浴乳 舒活水润400ml(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""828997"",""商品毛重"":""440.00g"",""商品产地"":""合肥"",""功效"":""滋养"",""香型"":""清香型"",""净含量"":""200-499ml（g）"",""性别"":""通用"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1,38:46.9,满减:满199.00减100.00&&限购:购买1-5件时享受优惠，超出数量以结算价为准&&限制:此价格不与套装优惠同时享受,2016/8/31,沐浴乳 露,0,0,0,0,0,0,0,0,多芬沐浴乳,30,2,4,3,10,多芬,DOVE,828997,6,10,5,11,"""净含量"":""200-499ml（g）""",2529,"""香型"":""清香型""",2895,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""440.00g""",16,"""功效"":""滋养""",1474,"""商品产地"":""合肥""",151,0,0,"""性别"":""通用""",4874,2,0,9,3,41,54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
931482,538.071429,40722,493,587,735,669,579,DOVE BODY CARE/多芬 身体护理,29.99,FALSE,0,18,18,18,23,30,5878,93,106656,449,357,0,1,1,BE6F9F35A0242BEDCFBA0AD4CB997051,30010303,"131,613,831,401",【京东超市】多芬(DOVE)沐浴乳 鲜泽水润400ml(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""931482"",""商品毛重"":""450.00g"",""商品产地"":""合肥"",""功效"":""补水/保湿，滋养，爽肤"",""香型"":""清香型"",""净含量"":""200-499ml（g）"",""性别"":""通用"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1,37:22.2,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,0,0,0,0,0,0,0,多芬沐浴乳,30,2,4,3,10,多芬,DOVE,931482,6,10,5,11,"""净含量"":""200-499ml（g）""",2529,"""香型"":""清香型""",2895,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""450.00g""",66,"""功效"":""补水/保湿，滋养，爽肤""",127,"""商品产地"":""合肥""",151,0,0,"""性别"":""通用""",4874,2,0,9,0,5,54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
931483,1156.964286,40722,295,392,392,430,376,DOVE BODY CARE/多芬 身体护理,29.99,FALSE,0,32,36,39,46,65,5878,93,106656,449,357,0,1,1,543AAC54D2FDAEE5C7CA05A30A0C0860,30010303,"131,613,831,401",【京东超市】多芬(DOVE)丰盈宠肤沐浴乳 乳木果和香草400ml(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""931483"",""商品毛重"":""440.00g"",""商品产地"":""合肥"",""功效"":""滋养"",""香型"":""水果香型"",""净含量"":""200-499ml（g）"",""性别"":""通用"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1,33:52.5,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,0,0,0,0,0,0,0,多芬沐浴乳,30,2,4,3,10,多芬,DOVE,931483,6,10,5,11,"""净含量"":""200-499ml（g）""",2529,"""香型"":""水果香型""",357,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""440.00g""",16,"""功效"":""滋养""",1474,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126,"""性别"":""通用""",4874,2,0,9,3,41,54,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
931484,1555.535714,40722,244,309,383,406,388,DOVE BODY CARE/多芬 身体护理,27.39,FALSE,0,55,61,66,80,97,5878,93,106656,449,357,0,1,1,1786C51319865E4E51BBE6F7F05B7613,30010303,"131,613,831,401",【京东超市】多芬(DOVE)丰盈宠肤沐浴乳 甜杏仁和木槿花400ml(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""931484"",""商品毛重"":""440.00g"",""商品产地"":""合肥"",""功效"":""滋养"",""香型"":""花香型"",""净含量"":""200-499ml（g）"",""性别"":""通用"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1,36:32.4,满减:满199.00减100.00&&限购:购买1-5件时享受优惠，超出数量以结算价为准&&限制:此价格不与套装优惠同时享受,2016/8/31,沐浴乳 露,0,0,0,0,0,0,0,0,多芬沐浴乳,30,2,4,3,10,多芬,DOVE,931484,6,10,5,11,"""净含量"":""200-499ml（g）""",2529,"""香型"":""花香型""",1448,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""440.00g""",16,"""功效"":""滋养""",1474,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126,"""性别"":""通用""",4874,2,0,9,3,41,54,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
931485,1294.25,40722,188,182,203,259,209,DOVE BODY CARE/多芬 身体护理,29.99,FALSE,0,85,101,108,129,168,5878,93,106656,449,357,0,1,1,F16210D90291088C53FA44C32F3520F4,30010303,"131,613,831,401",【京东超市】多芬(DOVE)丰盈宠肤沐浴乳 椰乳和蔓茉莉400ml(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""931485"",""商品毛重"":""440.00g"",""商品产地"":""合肥"",""功效"":""滋养"",""香型"":""水果香型"",""净含量"":""200-499ml（g）"",""性别"":""通用"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1,31:34.0,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,0,0,0,0,0,0,0,多芬沐浴乳,30,2,4,3,10,多芬,DOVE,931485,6,10,5,11,"""净含量"":""200-499ml（g）""",2529,"""香型"":""水果香型""",357,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""440.00g""",16,"""功效"":""滋养""",1474,"""商品产地"":""合肥""",151,0,0,"""性别"":""通用""",4874,2,0,9,3,41,54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
931486,658.75,111991,230,316,316,373,341,DOVE BODY CARE/多芬 身体护理,48.72,FALSE,0,20,20,20,31,35,5878,93,106656,449,357,0,1,1,07235D8410B58255EB61B28B30B1E655,30010303,"131,613,831,401",【京东超市】多芬(DOVE)沐浴乳 鲜泽水润720ml(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""931486"",""商品毛重"":""0.82kg"",""商品产地"":""合肥"",""功效"":""滋养"",""香型"":""清香型"",""净含量"":""500ml-750ml"",""性别"":""通用"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1,28:36.6,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,0,0,0,0,0,0,0,多芬沐浴乳,30,2,4,3,10,多芬,DOVE,931486,6,10,5,11,"""净含量"":""500ml-750ml""",2298,"""香型"":""清香型""",2895,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""0.82kg""",22,"""功效"":""滋养""",1474,"""商品产地"":""合肥""",151,0,0,"""性别"":""通用""",4874,0,0,9,14,41,54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
931487,1850.964286,111991,108,120,145,121,128,DOVE BODY CARE/多芬 身体护理,48.72,FALSE,0,59,63,63,76,91,5878,93,106656,449,357,0,1,1,E08045FFB12CB470FE4C9A01464E4D08,30010303,"131,613,831,401",【京东超市】多芬(DOVE)丰盈宠肤沐浴乳 乳木果和香草720ml(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""931487"",""商品毛重"":""0.81kg"",""商品产地"":""合肥"",""功效"":""滋养"",""香型"":""水果香型"",""净含量"":""500ml-750ml"",""性别"":""通用"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1,29:42.9,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,0,0,0,0,0,0,0,多芬沐浴乳,30,2,4,3,10,多芬,DOVE,931487,6,10,5,11,"""净含量"":""500ml-750ml""",2298,"""香型"":""水果香型""",357,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""0.81kg""",10,"""功效"":""滋养""",1474,"""商品产地"":""合肥""",151,0,0,"""性别"":""通用""",4874,0,0,9,1,41,54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
931488,1355.142857,111991,125,133,179,179,255,DOVE BODY CARE/多芬 身体护理,44.99,FALSE,0,44,47,47,58,85,5878,93,106656,449,357,0,1,1,605768633214DFC258136AC4692B0D28,30010303,"131,613,831,401",【京东超市】多芬(DOVE)丰盈宠肤沐浴乳 甜杏仁和木槿花720ml(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""931488"",""商品毛重"":""0.83kg"",""商品产地"":""合肥"",""功效"":""补水/保湿，滋养"",""香型"":""花香型"",""净含量"":""500ml-750ml"",""性别"":""通用"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1,40:45.9,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,0,0,0,0,0,0,0,多芬沐浴乳,30,2,4,3,10,多芬,DOVE,931488,6,10,5,11,"""净含量"":""500ml-750ml""",2298,"""香型"":""花香型""",1448,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""0.83kg""",36,"""功效"":""补水/保湿，滋养""",383,"""商品产地"":""合肥""",151,0,0,"""性别"":""通用""",4874,0,0,9,10,15,54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
931489,3215.142857,111991,58,83,106,111,165,DOVE BODY CARE/多芬 身体护理,48.72,FALSE,0,90,92,92,106,136,5878,93,106656,449,357,0,1,1,F81FFB09E29AF8F89CB89BA59D2DB776,30010303,"131,613,831,401",【京东超市】多芬(DOVE)丰盈宠肤沐浴乳 椰乳和蔓茉莉720ml(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""931489"",""商品毛重"":""0.82kg"",""商品产地"":""合肥"",""功效"":""滋养"",""香型"":""水果香型"",""净含量"":""500ml-750ml"",""性别"":""通用"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1,28:53.9,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,0,0,0,0,0,0,0,多芬沐浴乳,30,2,4,3,10,多芬,DOVE,931489,6,10,5,11,"""净含量"":""500ml-750ml""",2298,"""香型"":""水果香型""",357,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""0.82kg""",22,"""功效"":""滋养""",1474,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126,"""性别"":""通用""",4874,0,0,9,14,41,54,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
