egoodsid,q30,allcomments,rank,rank7,rank14,rank30,rank60,brandtag,currentprice,allcommentschange,c1,c26,c28,c30,c34,c45,agg1,agg2,agg3,agg4,agg5,agg7,agg8,is_promo,goodsid,categoryid,ecatid,goodsname,goodsattribute,goodsstatus,updatetime,promotioninfo,crawlerdate,fenlei,is_in_stock,platform_brand_key,master_brand_key,positive_comment_num,medium_comment_num,negative_comment_num,rating_score,goods_inventory,shangpinmingcheng,agg17,agg13,agg14,agg15,agg16,Brand_CN,Brand_EN,JD_Code,agg9,agg10,agg11,agg12,feat01,featagg01,feat02,featagg02,feat03,featagg03,feat04,featagg04,feat05,featagg05,feat06,featagg06,feat07,featagg07,feat08,featagg08,featagg013,featagg023,featagg033,featagg043,featagg053,featagg063,featagg073,featagg083
575412,1306.428571,32847.0,347.0,393.0,579.0,650.0,484.0,HAZELINE SHAMPOO/夏士莲 洗发,43.9,False,0.0,97.0,106.0,116.0,134.0,176.0,12168,6,190422.0,449,483,1,1,1.0,35E96B5E1D501BFB63B3F7A06950A96E,30010202,"1316,1386,11922",【京东超市】夏士莲多效护养洗发露750ml,"{""商品名称"":""夏士莲洗发露"",""商品编号"":""575412"",""商品毛重"":""0.842kg"",""商品产地"":""合肥"",""功效"":""柔顺/滋养，补水/保湿"",""净含量"":""750ml-1L"",""性别"":""通用"",""适用人群"":""成人"",""适合发质"":""所有发质"",""品牌"":""夏士莲""}",1.0,2016/09/06 13:17:13.510,满减:满199.00减100.00,2016-08-31,null,0,2705.0,0.0,31503.0,820.0,524.0,96.0,0.0,夏士莲洗发露,5,0.0,0.0,1.0,2.0,夏士莲,HAZELINE,575412,0.0,0.0,1.0,2.0,"""净含量"":""750ml-1L""",1020.0,0,0.0,"""商品名称"":""夏士莲洗发露""",5,"""商品毛重"":""0.842kg""",2,"""功效"":""柔顺/滋养，补水/保湿""",127.0,"""商品产地"":""合肥""",116,"""适用人群"":""成人""",2121.0,"""性别"":""通用""",6386.0,28.0,0.0,1.0,0.0,11.0,21.0,60.0,132.0
575410,2563.035714,0.0,236.0,303.0,335.0,334.0,306.0,HAZELINE SHAMPOO/夏士莲 洗发,43.9,0,0.0,196.0,207.0,223.0,261.0,369.0,12168,6,190422.0,449,483,0,0,1.0,A8CA51246FB7CCABA480BAE1AC442181,30010202,"1316,1386,11922",【京东超市】夏士莲控油长效去屑洗发露750ml,"{""商品名称"":""夏士莲洗发露"",""商品编号"":""575410"",""商品毛重"":""0.86kg"",""商品产地"":""合肥"",""功效"":""去屑止痒，清爽控油，柔顺/滋养，补水/保湿"",""净含量"":""401ml-750ml"",""性别"":""通用"",""适用人群"":""成人"",""适合发质"":""所有发质"",""品牌"":""夏士莲""}",1.0,2016/09/06 13:09:53.997,满减:满199.00减100.00,2016-08-31,null,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,夏士莲洗发露,5,0.0,0.0,1.0,2.0,夏士莲,HAZELINE,575410,0.0,0.0,1.0,2.0,"""净含量"":""401ml-750ml""",2583.0,0,0.0,"""商品名称"":""夏士莲洗发露""",5,"""商品毛重"":""0.86kg""",49,"""功效"":""去屑止痒，清爽控油，柔顺/滋养，补水/保湿""",43.0,"""商品产地"":""合肥""",116,"""适用人群"":""成人""",2121.0,"""性别"":""通用""",6386.0,70.0,0.0,1.0,17.0,2.0,21.0,60.0,132.0
575413,1494.642857,22807.0,360.0,330.0,408.0,420.0,466.0,HAZELINE SHAMPOO/夏士莲 洗发,43.9,False,0.0,147.0,155.0,170.0,184.0,233.0,12168,6,190422.0,449,483,0,1,1.0,49849F43E3323213E66375E749270043,30010202,"1316,1386,11922",【京东超市】夏士莲多效头皮护理去屑洗发露750ml,"{""商品名称"":""夏士莲洗发露"",""商品编号"":""575413"",""商品毛重"":""0.85kg"",""商品产地"":""合肥"",""功效"":""去屑止痒，柔顺/滋养，补水/保湿"",""净含量"":""750ml-1L"",""性别"":""通用"",""适用人群"":""成人"",""适合发质"":""所有发质"",""品牌"":""夏士莲""}",1.0,2016/09/06 13:18:12.393,满减:满199.00减100.00,2016-08-31,null,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,夏士莲洗发露,5,0.0,0.0,1.0,2.0,夏士莲,HAZELINE,575413,0.0,0.0,1.0,2.0,"""净含量"":""750ml-1L""",1020.0,0,0.0,"""商品名称"":""夏士莲洗发露""",5,"""商品毛重"":""0.85kg""",49,"""功效"":""去屑止痒，柔顺/滋养，补水/保湿""",31.0,"""商品产地"":""合肥""",116,"""适用人群"":""成人""",2121.0,"""性别"":""通用""",6386.0,28.0,0.0,1.0,14.0,10.0,21.0,60.0,132.0
575415,3348.0,22807.0,197.0,0.0,293.0,359.0,357.0,HAZELINE SHAMPOO/夏士莲 洗发,43.9,False,0.0,200.0,213.0,227.0,258.0,344.0,12168,6,190422.0,449,483,0,1,1.0,206940C896840F944F4B608DF7A69457,30010202,"1316,1386,11922",【京东超市】夏士莲黑亮焗油洗焗2合1洗发露750ml,"{""商品名称"":""夏士莲洗发露"",""商品编号"":""575415"",""商品毛重"":""0.86kg"",""商品产地"":""合肥"",""功效"":""柔顺/滋养，补水/保湿"",""净含量"":""750ml-1L"",""性别"":""通用"",""适用人群"":""成人"",""适合发质"":""所有发质"",""品牌"":""夏士莲""}",1.0,2016/09/06 13:09:50.190,满减:满199.00减100.00,2016-08-31,null,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,夏士莲洗发露,5,0.0,0.0,1.0,2.0,夏士莲,HAZELINE,575415,0.0,0.0,1.0,2.0,"""净含量"":""750ml-1L""",1020.0,0,0.0,"""商品名称"":""夏士莲洗发露""",5,"""商品毛重"":""0.86kg""",49,"""功效"":""柔顺/滋养，补水/保湿""",127.0,"""商品产地"":""合肥""",116,"""适用人群"":""成人""",2121.0,"""性别"":""通用""",6386.0,28.0,0.0,1.0,17.0,11.0,21.0,60.0,132.0
636066,170.5,6287.0,813.0,943.0,1131.0,735.0,714.0,UNDEFINED,27.5,False,0.0,28.0,31.0,37.0,42.0,65.0,5878,2582,106656.0,449,357,0,1,1.0,2FD0E83DDBFAAB246F25A6FC7EBFE6D0,30010303,"1316,1383,1401",【京东超市】夏士莲(HAZELINE)沐浴露 深层净肤750ml,"{""商品名称"":""夏士莲浴乳"",""商品编号"":""636066"",""商品毛重"":""0.86kg"",""商品产地"":""合肥"",""功效"":""其它"",""香型"":""清香型，花香型"",""净含量"":""500ml-750ml"",""性别"":""通用"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""夏士莲""}",1.0,2016/09/06 07:38:16.543,满减:满199.00减100.00&&限购:购买1-5件时享受优惠，超出数量以结算价为准&&限制:此价格不与套装优惠同时享受,2016-08-31,沐浴乳 露,True,2705.0,0.0,6058.0,167.0,62.0,96.0,0.0,夏士莲浴乳,1,0.0,0.0,0.0,0.0,夏士莲,HAZELINE,636066,0.0,0.0,0.0,1.0,"""净含量"":""500ml-750ml""",2298.0,"""香型"":""清香型，花香型""",23.0,"""商品名称"":""夏士莲浴乳""",1,"""商品毛重"":""0.86kg""",8,"""功效"":""其它""",637.0,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126.0,"""性别"":""通用""",4874.0,0.0,0.0,0.0,0.0,19.0,54.0,2.0,1.0
667649,2637.214286,1268.0,457.0,490.0,556.0,756.0,450.0,DOVE BODY CARE/多芬 身体护理,16.4,False,0.0,65.0,71.0,77.0,85.0,113.0,5878,93,106656.0,449,357,1,1,1.0,6B3F6204CF7DE1B722DE6A1096388F25,30010303,"1316,1383,1401",【京东超市】多芬(DOVE)沐浴乳 衡悦水润200ml(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""667649"",""商品毛重"":""230.00g"",""商品产地"":""合肥"",""功效"":""滋养"",""香型"":""清香型"",""净含量"":""200-499ml（g）"",""性别"":""通用"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1.0,2016/09/06 07:34:06.547,满减:满199.00减100.00,2016-08-31,沐浴乳 露,0,2740.0,0.0,1252.0,8.0,8.0,98.0,0.0,多芬沐浴乳,30,2.0,4.0,3.0,10.0,多芬,DOVE,667649,6.0,10.0,5.0,11.0,"""净含量"":""200-499ml（g）""",2529.0,"""香型"":""清香型""",2895.0,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""230.00g""",39,"""功效"":""滋养""",1474.0,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126.0,"""性别"":""通用""",4874.0,2.0,0.0,9.0,1.0,41.0,54.0,2.0,1.0
667650,1584.142857,2578.0,221.0,291.0,333.0,357.0,345.0,DOVE BODY CARE/多芬 身体护理,29.99,False,0.0,119.0,127.0,132.0,156.0,206.0,5878,93,106656.0,449,357,1,1,1.0,5B0CB02C70E0C68FCFE0EF0E501E1390,30010303,"1316,1383,1401",【京东超市】多芬(DOVE)沐浴乳 衡悦水润400ml(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""667650"",""商品毛重"":""440.00g"",""商品产地"":""合肥"",""功效"":""滋养"",""香型"":""清香型"",""净含量"":""200-499ml（g）"",""性别"":""通用"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1.0,2016/09/06 07:34:45.707,满减:满199.00减100.00,2016-08-31,沐浴乳 露,0,2740.0,0.0,2540.0,30.0,8.0,99.0,0.0,多芬沐浴乳,30,2.0,4.0,3.0,10.0,多芬,DOVE,667650,6.0,10.0,5.0,11.0,"""净含量"":""200-499ml（g）""",2529.0,"""香型"":""清香型""",2895.0,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""440.00g""",16,"""功效"":""滋养""",1474.0,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126.0,"""性别"":""通用""",4874.0,2.0,0.0,9.0,3.0,41.0,54.0,2.0,1.0
1072634,828.142857,146932.0,197.0,245.0,226.0,173.0,218.0,DOVE BODY CARE/多芬 身体护理,48.72,False,0.0,46.0,47.0,47.0,59.0,70.0,5878,93,106656.0,449,357,1,1,1.0,983C62BE47ACD27EC16F61C932C32A23,30010303,"1316,1383,1401",【京东超市】多芬(DOVE)沐浴乳 夏日滢润720ml(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""1072634"",""商品毛重"":""0.8kg"",""商品产地"":""合肥"",""功效"":""补水/保湿，滋养，爽肤"",""香型"":""清香型"",""净含量"":""500ml-750ml"",""性别"":""通用"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1.0,2016/09/06 07:16:19.140,满减:满199.00减100.00,2016-08-31,沐浴乳 露,0,2740.0,0.0,143376.0,2434.0,1122.0,97.0,0.0,多芬沐浴乳,30,2.0,4.0,3.0,10.0,多芬,DOVE,1072634,6.0,10.0,5.0,11.0,"""净含量"":""500ml-750ml""",2298.0,"""香型"":""清香型""",2895.0,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""0.8kg""",305,"""功效"":""补水/保湿，滋养，爽肤""",127.0,"""商品产地"":""合肥""",151,0,0.0,"""性别"":""通用""",4874.0,0.0,0.0,9.0,1.0,5.0,54.0,0.0,1.0
1072635,338.785714,3532.0,305.0,342.0,389.0,374.0,267.0,DOVE BODY CARE/多芬 身体护理,60.93,False,0.0,0.0,0.0,0.0,0.0,0.0,5878,93,106656.0,449,357,1,1,1.0,1B842DEFBC4963AF6990CE979CB0BD46,30010303,"1316,1383,1401",【京东超市】多芬(DOVE)沐浴乳 夏日滢润1L(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""1072635"",""商品毛重"":""1.1kg"",""商品产地"":""合肥"",""功效"":""补水/保湿，滋养，爽肤"",""香型"":""清香型"",""净含量"":""1L及以上"",""性别"":""通用"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1.0,2016/09/06 07:23:36.143,满减:满199.00减100.00,2016-08-31,沐浴乳 露,0,2740.0,0.0,3441.0,52.0,39.0,98.0,0.0,多芬沐浴乳,30,2.0,4.0,3.0,10.0,多芬,DOVE,1072635,6.0,10.0,5.0,11.0,"""净含量"":""1L及以上""",845.0,"""香型"":""清香型""",2895.0,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""1.1kg""",63,"""功效"":""补水/保湿，滋养，爽肤""",127.0,"""商品产地"":""合肥""",151,0,0.0,"""性别"":""通用""",4874.0,0.0,0.0,9.0,1.0,5.0,54.0,0.0,1.0
1072638,1125.964286,60235.0,450.0,397.0,391.0,499.0,442.0,DOVE BODY CARE/多芬 身体护理,29.99,False,0.0,24.0,26.0,29.0,40.0,54.0,5878,93,106656.0,449,357,1,1,1.0,F0F1587A61425F9F18BDD05DC1DD34A7,30010303,"1316,1383,1401",【京东超市】多芬(DOVE)沐浴乳 夏日滢润400ml(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""1072638"",""商品毛重"":""440.00g"",""商品产地"":""合肥"",""功效"":""补水/保湿，滋养，爽肤"",""香型"":""清香型"",""净含量"":""200-499ml（g）"",""性别"":""通用"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1.0,2016/09/06 07:19:28.103,满减:满199.00减100.00,2016-08-31,沐浴乳 露,0,2740.0,0.0,59099.0,848.0,288.0,99.0,0.0,多芬沐浴乳,30,2.0,4.0,3.0,10.0,多芬,DOVE,1072638,6.0,10.0,5.0,11.0,"""净含量"":""200-499ml（g）""",2529.0,"""香型"":""清香型""",2895.0,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""440.00g""",16,"""功效"":""补水/保湿，滋养，爽肤""",127.0,"""商品产地"":""合肥""",151,0,0.0,"""性别"":""通用""",4874.0,2.0,0.0,9.0,3.0,5.0,54.0,0.0,1.0
1322764,1402.75,44097.0,88.0,109.0,205.0,140.0,114.0,DOVE BODY CARE/多芬 身体护理,60.93,False,0.0,190.0,207.0,229.0,271.0,345.0,5878,93,106656.0,449,357,1,1,1.0,0575845A8868FB75C6D7281EB65D881F,30010303,"1316,1383,1401",【京东超市】多芬(Dove)滋养美肤沐浴乳 清氧滢润1000g(1000ml/1L)(新旧包装随机发)(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""1322764"",""商品毛重"":""1.11kg"",""商品产地"":""合肥"",""功效"":""补水/保湿，滋养"",""香型"":""清香型"",""净含量"":""1L及以上"",""性别"":""通用"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1.0,2016/09/06 07:22:07.533,满减:满199.00减100.00,2016-08-31,沐浴乳 露,0,2740.0,0.0,42939.0,758.0,400.0,97.0,0.0,多芬沐浴乳,30,2.0,4.0,3.0,10.0,多芬,DOVE,1322764,6.0,10.0,5.0,11.0,"""净含量"":""1L及以上""",845.0,"""香型"":""清香型""",2895.0,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""1.11kg""",3,"""功效"":""补水/保湿，滋养""",383.0,"""商品产地"":""合肥""",151,0,0.0,"""性别"":""通用""",4874.0,0.0,0.0,9.0,2.0,15.0,54.0,0.0,1.0
1727139,452.821429,3064.0,239.0,255.0,313.0,428.0,217.0,DOVE BODY CARE/多芬 身体护理,60.93,False,0.0,0.0,0.0,0.0,0.0,0.0,5878,93,106656.0,449,357,1,1,1.0,7B956559864AE733877491E9B41E3AC6,30010303,"1316,1383,1401",【京东超市】多芬(Dove)丰盈宠肤沐浴乳 椰乳和蔓茉莉1000g(1000ml/1L)(新旧包装随机发)(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""1727139"",""商品毛重"":""1.12kg"",""商品产地"":""合肥"",""功效"":""补水/保湿，滋养"",""香型"":""水果香型"",""净含量"":""1L及以上"",""性别"":""通用"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1.0,2016/09/06 07:29:15.420,满减:满199.00减100.00,2016-08-31,沐浴乳 露,0,2740.0,0.0,3007.0,37.0,20.0,98.0,0.0,多芬沐浴乳,30,2.0,4.0,3.0,10.0,多芬,DOVE,1727139,6.0,10.0,5.0,11.0,"""净含量"":""1L及以上""",845.0,"""香型"":""水果香型""",357.0,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""1.12kg""",26,"""功效"":""补水/保湿，滋养""",383.0,"""商品产地"":""合肥""",151,0,0.0,"""性别"":""通用""",4874.0,0.0,0.0,9.0,6.0,15.0,54.0,0.0,1.0
1727146,505.964286,3610.0,227.0,293.0,314.0,385.0,236.0,DOVE BODY CARE/多芬 身体护理,60.93,False,0.0,0.0,0.0,0.0,0.0,0.0,5878,93,106656.0,449,357,1,1,1.0,3FC8100164CAC4443384DE7CBB2D8348,30010303,"1316,1383,1401",【京东超市】多芬(Dove)丰盈宠肤沐浴乳 乳木果和香草1000g(1000ml/1L)(新旧包装随机发),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""1727146"",""商品毛重"":""1.1kg"",""商品产地"":""合肥"",""功效"":""补水/保湿，滋养"",""香型"":""奶香型"",""净含量"":""1L及以上"",""性别"":""通用"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1.0,2016/09/06 07:39:49.180,满减:满199.00减100.00,2016-08-31,沐浴乳 露,0,2740.0,0.0,3536.0,42.0,32.0,98.0,0.0,多芬沐浴乳,30,2.0,4.0,3.0,10.0,多芬,DOVE,1727146,6.0,10.0,5.0,11.0,"""净含量"":""1L及以上""",845.0,"""香型"":""奶香型""",347.0,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""1.1kg""",63,"""功效"":""补水/保湿，滋养""",383.0,"""商品产地"":""合肥""",151,0,0.0,"""性别"":""通用""",4874.0,0.0,0.0,9.0,1.0,15.0,54.0,0.0,1.0
1727147,580.142857,2099.0,215.0,258.0,360.0,399.0,223.0,DOVE BODY CARE/多芬 身体护理,55.99,False,0.0,0.0,0.0,0.0,0.0,0.0,5878,93,106656.0,449,357,1,1,1.0,8E98BD860664633FBD872A6B9A62F2CF,30010303,"1316,1383,1401",【京东超市】多芬(Dove)丰盈宠肤沐浴乳 甜杏仁和木槿花1000g(1000ml/1L)(新旧包装随机发)(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""1727147"",""商品毛重"":""1.1kg"",""商品产地"":""合肥"",""功效"":""补水/保湿，滋养"",""香型"":""花香型，水果香型"",""净含量"":""1L及以上"",""性别"":""通用"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1.0,2016/09/06 07:34:20.120,满减:满199.00减100.00&&限购:购买1-5件时享受优惠，超出数量以结算价为准&&限制:此价格不与套装优惠同时享受,2016-08-31,沐浴乳 露,0,2740.0,0.0,2070.0,19.0,10.0,99.0,0.0,多芬沐浴乳,30,2.0,4.0,3.0,10.0,多芬,DOVE,1727147,6.0,10.0,5.0,11.0,"""净含量"":""1L及以上""",845.0,"""香型"":""花香型，水果香型""",1.0,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""1.1kg""",63,"""功效"":""补水/保湿，滋养""",383.0,"""商品产地"":""合肥""",151,0,0.0,"""性别"":""通用""",4874.0,0.0,0.0,9.0,1.0,15.0,54.0,0.0,1.0
574895,2433.5,0.0,80.0,129.0,143.0,114.0,162.0,DOVE BODY CARE/多芬 身体护理,48.72,0,0.0,82.0,86.0,86.0,118.0,149.0,5878,93,106656.0,449,357,0,0,1.0,CDB1E026301D74F8B5E4CF4BC01BA46E,30010303,"1316,1383,1401",【京东超市】多芬(DOVE)沐浴乳 沁凉水润720ml(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""574895"",""商品毛重"":""0.8kg"",""商品产地"":""合肥"",""功效"":""滋养"",""香型"":""清香型"",""净含量"":""500ml-750ml"",""性别"":""通用"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1.0,2016/09/06 07:34:27.530,满减:满199.00减100.00,2016-08-31,沐浴乳 露,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,多芬沐浴乳,30,2.0,4.0,3.0,10.0,多芬,DOVE,574895,6.0,10.0,5.0,11.0,"""净含量"":""500ml-750ml""",2298.0,"""香型"":""清香型""",2895.0,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""0.8kg""",305,"""功效"":""滋养""",1474.0,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126.0,"""性别"":""通用""",4874.0,0.0,0.0,9.0,1.0,41.0,54.0,2.0,1.0
574896,1257.714286,111987.0,142.0,169.0,195.0,156.0,245.0,DOVE BODY CARE/多芬 身体护理,44.99,False,0.0,45.0,49.0,49.0,72.0,87.0,5878,93,106656.0,449,357,0,1,1.0,260D57AF2E3DB164C8812F1A718B6E7C,30010303,"1316,1383,1401",【京东超市】多芬(DOVE)沐浴乳 舒活水润720ml(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""574896"",""商品毛重"":""0.82kg"",""商品产地"":""合肥"",""功效"":""滋养"",""香型"":""清香型"",""净含量"":""500ml-750ml"",""性别"":""通用"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1.0,2016/09/06 07:28:03.747,满减:满199.00减100.00,2016-08-31,沐浴乳 露,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,多芬沐浴乳,30,2.0,4.0,3.0,10.0,多芬,DOVE,574896,6.0,10.0,5.0,11.0,"""净含量"":""500ml-750ml""",2298.0,"""香型"":""清香型""",2895.0,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""0.82kg""",22,"""功效"":""滋养""",1474.0,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126.0,"""性别"":""通用""",4874.0,0.0,0.0,9.0,14.0,41.0,54.0,2.0,1.0
574898,4653.321429,111987.0,55.0,54.0,49.0,39.0,92.0,DOVE BODY CARE/多芬 身体护理,48.72,False,0.0,151.0,161.0,161.0,202.0,247.0,5878,93,106656.0,449,357,0,1,1.0,798537670F6AE8B17BA0A781BB4238E6,30010303,"1316,1383,1401",【京东超市】多芬(DOVE)沐浴乳 清透水润720ml(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""574898"",""商品毛重"":""0.83kg"",""商品产地"":""合肥"",""功效"":""滋养"",""香型"":""清香型"",""净含量"":""500ml-750ml"",""性别"":""通用"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1.0,2016/09/06 07:30:20.403,满减:满199.00减100.00,2016-08-31,沐浴乳 露,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,多芬沐浴乳,30,2.0,4.0,3.0,10.0,多芬,DOVE,574898,6.0,10.0,5.0,11.0,"""净含量"":""500ml-750ml""",2298.0,"""香型"":""清香型""",2895.0,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""0.83kg""",36,"""功效"":""滋养""",1474.0,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126.0,"""性别"":""通用""",4874.0,0.0,0.0,9.0,10.0,41.0,54.0,2.0,1.0
574899,498.214286,0.0,213.0,273.0,298.0,243.0,154.0,DOVE BODY CARE/多芬 身体护理,60.93,0,0.0,79.0,83.0,94.0,122.0,160.0,5878,93,106656.0,449,357,0,0,1.0,A4B7115A763A502987DCFAD978B87FF2,30010303,"1316,1383,1401",【京东超市】多芬(DOVE)沐浴乳 沁凉水润1L(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""574899"",""商品毛重"":""1.1kg"",""商品产地"":""合肥"",""功效"":""滋养"",""香型"":""清香型"",""净含量"":""1L及以上"",""性别"":""通用"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1.0,2016/09/06 07:38:30.270,满减:满199.00减100.00,2016-08-31,沐浴乳 露,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,多芬沐浴乳,30,2.0,4.0,3.0,10.0,多芬,DOVE,574899,6.0,10.0,5.0,11.0,"""净含量"":""1L及以上""",845.0,"""香型"":""清香型""",2895.0,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""1.1kg""",63,"""功效"":""滋养""",1474.0,"""商品产地"":""合肥""",151,0,0.0,"""性别"":""通用""",4874.0,0.0,0.0,9.0,1.0,41.0,54.0,0.0,1.0
667652,1919.785714,111987.0,103.0,94.0,98.0,107.0,105.0,DOVE BODY CARE/多芬 身体护理,48.72,False,0.0,69.0,70.0,70.0,97.0,117.0,5878,93,106656.0,449,357,0,1,1.0,D78C85045EB03E52515655153232421D,30010303,"1316,1383,1401",【京东超市】多芬(DOVE)沐浴乳 衡悦水润720ml(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""667652"",""商品毛重"":""0.82kg"",""商品产地"":""合肥"",""功效"":""补水/保湿，滋养"",""香型"":""水果香型"",""净含量"":""500ml-750ml"",""性别"":""通用"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1.0,2016/09/06 07:34:25.697,满减:满199.00减100.00,2016-08-31,沐浴乳 露,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,多芬沐浴乳,30,2.0,4.0,3.0,10.0,多芬,DOVE,667652,6.0,10.0,5.0,11.0,"""净含量"":""500ml-750ml""",2298.0,"""香型"":""水果香型""",357.0,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""0.82kg""",22,"""功效"":""补水/保湿，滋养""",383.0,"""商品产地"":""合肥""",151,0,0.0,"""性别"":""通用""",4874.0,0.0,0.0,9.0,14.0,15.0,54.0,0.0,1.0
828995,6321.785714,0.0,123.0,181.0,258.0,194.0,294.0,DOVE BODY CARE/多芬 身体护理,29.99,0,0.0,75.0,82.0,91.0,113.0,161.0,5878,93,106656.0,449,357,0,0,1.0,55CD081C117689AD73E805AA5F6821B5,30010303,"1316,1383,1401",【京东超市】多芬(DOVE)沐浴乳 清透水润400ml(沐浴露),"{""商品名称"":""多芬沐浴乳"",""商品编号"":""828995"",""商品毛重"":""440.00g"",""商品产地"":""合肥"",""功效"":""滋养"",""香型"":""清香型"",""净含量"":""200-499ml（g）"",""性别"":""通用"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""多芬（Dove）""}",1.0,2016/09/06 07:40:43.803,满减:满199.00减100.00,2016-08-31,沐浴乳 露,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,多芬沐浴乳,30,2.0,4.0,3.0,10.0,多芬,DOVE,828995,6.0,10.0,5.0,11.0,"""净含量"":""200-499ml（g）""",2529.0,"""香型"":""清香型""",2895.0,"""商品名称"":""多芬沐浴乳""",30,"""商品毛重"":""440.00g""",16,"""功效"":""滋养""",1474.0,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126.0,"""性别"":""通用""",4874.0,2.0,0.0,9.0,3.0,41.0,54.0,2.0,1.0
